   600+ AI Tools,,,
,,,
Name,Category,Website,Description
BedtimeStory AI,Story Teller,https://bedtimestory.ai,"Create personalized, instant bedtime stories in seconds. Generate a story about your child, including some family members as characters, and add a genre, story style, moral, and much more – generated using artificial intelligence. Their open library has 5000+ stories. Explore all the stories created by the community. You can like stories, bookmark them into your collections, re-mix* them, share with friends, read to your kids."
Scene One,Story Teller,https://sceneone.app,The Best Book Writing Software. Write more stories with our intuitive writing app and spend less time learning complicated features.
StoryWizard,Story Teller,https://storywizard.ai,Create incredible children's stories by using AI to help you generate unique and beautiful children's stories with vivid images and enjoyable plots.
Story Path,Story Teller,https://storypath.app,"Book Planning App Powered by AI Plan your story or cure your writer's block in minutes Stuck on where your plot will go next, or have a story idea you need to flesh out? From only a brief description, Story Path will generate branching options for your plot. Expand and explore your favourite paths and customize the details to your liking."
What on earth?,Story Teller,https://whatonearth.xyz,A fun way to learn something new. Generate stories with just an one-word prompt.
Summate,Summarizer,https://summate.it,Experimental AI tool that summarizes web articles. The site uses Full-Text RSS for article extraction and OpenAI for article summarization.
TLDR this,Summarizer,https://tldrthis.com,"TLDR helps you summarize any piece of text into concise, easy to digest content. Free yourself from information overload."
Upword,Summarizer,https://upword.ai,"Easily Summarize Your Content with Upword. Combine their powerful AI tools with your own notes to create faster, more efficient summaries that you can read or listen to."
WordfixerBot,Summarizer,https://wordfixerbot.com,"WordfixerBot is a paraphraser, grammar checker, text summarizer, and text comparison tool."
Genei,Summarizer,https://genei.io,"Automatically summarise background reading and produce blogs, articles, and reports faster."
Otter AI,Summarizer,https://otter.ai,"Capture and share insights from your meetings. Otter records meetings, take notes in real-time, and generates an automated summary to share with everyone and to help you remember everything."
Bearly,Summarizer,https://bearly.ai,"A very useful AI tool for researchers - It can be used to create a summary, an outline or reword articles."
Summari,Summarizer,https://summari.com,"Improve the reading experience on your site. Upgrade links into short, informative previews using our world-class AI summarization technology."
Summarize Tech,Summarizer,https://summarize.tech,"AI-powered video summaries. Get a summary of any long YouTube video, like a lecture, live event or a government meeting."
ExplainThis,Summarizer,https://explainthis.ai,A chrome extension that can explain concepts to you in plain language. The AI assistant provides a summary of the entire page with a single click. This is useful when you don't have much time or want a concise sum
GPT-Prompter,"Summarizer
",https://gptprompter.com,Chrome extension to get fast explanation of the selected text.
SummerEyes,"Summarizer
",https://summereyes.ai,Summarize any text on the internet in one click. Supercharge your productivity. Get to the point in a fraction of the time.
Wellsaidlabs,Text To Speech,https://wellsaidlabs.com,Beautiful voices at your fingertips with text-to-speech that captivates. Reduce costs and streamline the voice production process.
Replicastudios,Text To Speech,https://replicastudios.com,Synthesize AI voice for your creative projects. Create naturally expressive voice performances with a Replica Voice.
Ad Auris,Text To Speech,https://play.ad-auris.com,"Listen to articles on the go! Create a playlist of articles and listen to them on Spotify, Apple Podcasts, and Google Podcasts."
FakeYou,Text To Speech,https://fakeyou.com,"Use FakeYou to convert text to speech and say stuff with your favorite characters. Also get your own voice clone to use with music, videos, twitch rewards and whatever you want."
Listnr,Text To Speech,https://listnr.tech,"AI Voice Generator with over 600+ voiceovers in 80+ languages, go from Text to Voice in seconds, export your voices easily in MP3 or WAV format."
Resemble,Text To Speech,https://resemble.ai,AI voice generator with voice cloning for text to speech.
Audioread,Text To Speech,https://audioread.com,"Turn your reads into podcasts. Listen to any article, PDF, email, etc in your podcast app."
Whisper,Text To Speech,https://github.com,Whisper is a general-purpose speech recognition model. It is trained on a large dataset of diverse audio and is also a multi-task model that can perform multilingual speech recognition as well as speech translation and language identification.
Descript,Text To Speech,https://descript.com,Create a text to speech model of your voice. Try a live demo.
Symbl.ai,Text To Speech,https://symbl.ai,"Integrate real-time speech-to-text and context understanding. Powered by advanced deep learning models. Enable live captioning, track user intents, generate summaries and more from unstructured conversation data."
Murf AI,Text To Speech,https://murf.ai,"Go from text to speech with a versatile AI voice generator AI-enabled, real people's voices Make studio-quality voiceovers in minutes. Use Murf’s lifelike AI voices for podcasts, videos, and all your professional presentations"
Play.ht,Text To Speech,https://play.ht,AI-powered text to voice generator. Generate realistic Text to Speech (TTS) audio using our online AI Voice Generator and the best synthetic voices. Instantly convert text in to natural-sounding speech and download as MP3 and WAV audio files.
Apple Books,Text To Speech,https://apple.com,"Audiobooks narrated by a text-to-speech AI are now available via Apple’s Books. Initially only available for romance and fiction books, where they list two available digital voices: Madison and Jackson."
Article.Audio,Text To Speech,https://article.audio,"Too lazy to read an article? no problem, listen to it! Convert Articles To Audio"
Convai,Text To Speech,https://convai.com,"Easy to use, Conversational AI APIs for Speech Recognition, Language Understanding and generation, and Text to Speech. Design your games and speech enabled applications. Design your conversation based Characters and Speech based games."
Speechify,"Text To Speech
",https://speechify.com,"Get your text spoken by celebrities like Gwyneth Paltrow and Snoop Dogg. Text to speech for Chrome, iOS, Android, & Mac."
Eleven Labs,"Text To Speech
",https://levenlabs.io,Future of Voice. The first platform for generating long-format speech in any voice and in any language. We use AI to bring the most natural and compelling voices to creators and publishers seeking the ultimate storytelling quality.
Coqui,"Text To Speech
",https://coqui.ai,"Coqui, Freeing Speech."
Free Subtitles AI,Transcriber,https://freesubtitles.ai,Use this free open source app to generate subtitles for movies!
fireflies.ai,Transcriber,https://fireflies.ai,"AI assistant for your meetings Record, transcribe, and search across your voice conversations."
Whisper Memos,Transcriber,https://whispermemos.com,"Whisper Memos is an app that records your voice and sends you an email with the transcription a few minutes later. Use it to record quick thoughts, reminders and daily journal entries."
Supertranslate,Transcriber,https://supertranslate.ai,"Add accurate English subtitles to any language video in one click. You can upload videos in 100+ languages and Supertranslate automatically generates English subtitles. Supertranslate is powered by OpenAI’s Whisper, which is the most accurate speech-to-text system in the world. It is robust to background noise, language mixing, and accents."
Type Studio,Video Editing,https://typestudio.co,"Type Studio is a text-based video editor that takes your video and transcribes it into text automatically. They also have quick tools for video editing, subtitles, podcast, repurposing, and recording."
Contentfries,Video Editing,https://contentfries.com,"Get Dozens Of Content Pieces with ContentFries. Create contextual content for weeks or months ahead, faster than ever before. They also have a subtitle creator software - auto-subtitles for 120+ languages and dialects."
Topaz Video AI,Video Editing,https://topazlabs.com,"Unlimited access to the world’s leading production-grade neural networks for video upscaling, deinterlacing, motion interpolation, and shake stabilization - all optimized for your local workstation."
Shuffll,Video Editing,https://shuffll.com,"Shuffll is a cutting-edge video production platform that uses AI technology to streamline the creation process. Our platform allows businesses to easily create high-quality, personalized video content in a fraction of the time it would take using traditional methods."
Gling,Video Editing,https://gling.ai,Gling is an AI tool made for video content creators. Their AI will cut silences and bad takes for you so you can focus on your YouTube videos.
Pictory,Video Editing,https://pictory.ai,"Pictory is a video marketing tool that automatically creates short, highly sharable branded videos from long form content. Turn your scripts and blog posts into engaging videos on auto-pilot."
Runwayml,Video Editing,https://runwayml.com,Discover advanced video editing capabilities to take your creations to the next level.
Unscreen.com,Video Editing,https://unscreen.com,"Remove Video Background, 100% Automatically and Free. With Unscreen you can record your footage anywhere, then simply get rid of the background."
Colourlab,Video Editing,https://colourlab.ai,"Hollywood meets AI. Colourlab AI makes color grading fast, easy and simple by automating color-matching and balancing thanks to new and groundbreaking Artificial Intelligence-powered tools."
Papercup,Video Editing,https://papercup.com,"Discover faster, more affordable automated dubbing and go global with your existing video content. Use AI to dub your content in English, Spanish, Portuguese and Italian. They are used by companies like BBC, Sky News and Insider."
Dubverse,Video Editing,https://dubverse.ai,Easiest (and magical) way to Dub videos. Make your content multilingual at a click of a button and reach more people.
Vidyo.ai,Video Editing,https://vidyo.ai,Make short videos from long ones instantly. Use powerful AI to create short clips from your existing videos ✨ Save 90% time and effort.
Munch,Video Editing,https://getmunch.com,"Automagically Turn long-form vids into data-driven short clips for social media. Munch generates exposure and engagement by harvesting top interest from TikTok, IG, YT, and FB users and applying it to your AI-generated clips."
FILM,Video Generator,https://replicate.com,FILM - Frame Interpolation for Large Scene Motion. Frames are generated between two existing images (Interpolation) in attempt to create a animation.
Astria,Video Generator,https://astria.ai,Tailor-made AI image generation. Start creating your unique images.
Waymark,Video Generator,https://waymark.com,"Waymark’s AI video creator makes it easy to create spec creative for any prospect. Now, you can walk into every meeting with fully customized sample commercials."
Fliki,Video Generator,https://fliki.ai,"Create videos from scripts or blog posts using realistic voices in 2 minutes! Transform blog articles into videos. Lifelike Text to Speech Voices. Rich stock media library. Trusted by 30k+ content creators from companies like Google, Meta, Bytedance and Upwork."
Synthesia,Video Generator,https://synthesia.io,"Create AI videos by simply typing in text. Easy to use, cheap and scalable. Make engaging videos with human presenters — directly from your browser. Free demo."
Steve AI,Video Generator,https://steve.ai,"Steve AI is an AI video maker for social media and content marketers for creating Live and Animated videos. With Steve AI's assistance, you can turn blog posts, script, or text content into bite-sized videos for social media. It's features include Creative AI, Search AI and Fully Automated Solution."
InVideo,Video Generator,https://invideo.io,"Unlock the power of video. With InVideo, everyone can create great-looking pro videos that engage better, deliver more leads and save time. Our library of 5000+ templates, transitions, and effects is here to help you create videos easily, quickly, and efficiently.No download is required."
Opus,Video Generator,https://opus.ai,Turn text into movies and games.
WowTo,Video Generator,https://wowto.ai,Create how-to videos and host an engaging video knowledge base in minutes. Build Video Knowledge Base.
Colossyan,Video Generator,https://colossyan.com,Colossyan Creator makes video creation simple and stress-free. Discover our AI video creator with real actors. Create videos in less than 5 minutes. Start for free here.
Xpression Camera,Video Generator,https://xpressioncamera.com,"Xpression Camera is an award-winning virtual camera app that allows users to instantly transform into anyone or anything with a face with a single photo without any processing time. xpression camera enables users to redefine their onscreen persona in real-time while chatting on apps like Zoom, live streaming on Twitch, or creating a YouTube video."
Movio,Video Generator,https://movio.la,Why pay a spokesperson when you can use an AI video editor to create one? MOVIO is a top-shelf synthetic media that can turn your text to video.
Pyttipanna,Video Generator,https://pyttipanna.xyz,"Pyttipanna is an interface for Pytti 5. It allows you to structure, narrate and experiment with prompts for video creation. Pytti is a framework for creating and rendering videos using Machine Learning models."
Peech,Video Generator,https://peech-ai.com,"Turn Your Content Team Into Unstoppable Creators. Automatically transcribe, edit, repurpose, and brand your video content - all in one place and produce video content at scale."
Wonder Dynamics,Video Generator,https://wonderdynamics.com,"At Wonder Dynamics, we combine AI technology with first-class storytelling."
Creative Reality Studio (D-ID),"Video Generator
",https://studio.d-id.com,"The world’s first platform to combine GPT-3, Stable Diffusion, and D-ID’s unique face animation technology. Our generative AI will turn your vision into a talking avatar within seconds."
LiveReacting AI,"Video Generator
",https://livereacting.com,Elevate your live shows with our AI host. Save time and money while providing an interactive and engaging experience for your audience.
Audiolabs,"Video Generator
",https://audiolabs.io,"Platform to turn your podcast into short-form videos ideal for TikTok, YouTube Shorts and Reels. Reach new podcast listeners and drive business outcomes 🎙️Publishing video clips on short-form platforms acts as a “hook” for listeners to discover your inventory and tune in to the full episode or other marketing goals"
Hourone,"Video Generator
",https://hourone.ai,Welcome to Hour One - the world's fastest growing AI video maker. We turn text to video to make learning & development more fun & effective. Try now!
VidIQ,Video Planner,https://vidiq.com,Boost your YouTube views with AI. Get free insights and guidance to keep your channel growing.
